approve,flag,title_ar,title_translit,author_en,author_ar,category_slug,size_mb,year,source_url
,ok,139245_الجلد_الثانى_الرابع_من_كشف_الاسرار_على_لعبد_العز_لاسلام,139245 aljld althany alraba mn kshf alasrar aly labd alaz laslam,Imam al-Bukhari,محمد بن إسماعيل البخاري,islamic-jurisprudence,71,1800,https://archive.org/details/AAlexandrina-139245
,ok,waq79565,waq79565,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,43.2,,https://archive.org/details/waq79565
,ok,waq99184,waq99184,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,40.8,,https://archive.org/details/waq99184
,ok,شمائل البخاري ، محمد بن أبي حاتم الوراق - جمع وتعليق أبو معاوية البيروتي PDF,shmayl albkhary mhmd bn aby hatm alwraq jma wtalyq abw maawyh albyrwty pdf,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,0.7,,https://archive.org/details/bukh7
,ok,فيض الباري على صحيح البخاري مع حاشية البدر الساري,fyd albary aly shyh albkhary ma hashyh albdr alsary,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,12.8,2020,https://archive.org/details/5_20200117_202001
,ok,صحيح البخاري دار التأصيل,shyh albkhary dar altasyl,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,13.8,2019,https://archive.org/details/1_20191217_20191217_1502
,ok,كتاب التوحيد من صحيح البخاري ت ماهر الفحل,ktab altwhyd mn shyh albkhary t mahr alfhl,Imam al-Bukhari,محمد بن إسماعيل البخاري,aqeedah,3.2,,https://archive.org/details/20221022_20221022_1430
,ok,ثلاثيات البخاري,thlathyat albkhary,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,1.2,,https://archive.org/details/20200722_20200722_2240
,ok,فصل الخطاب لوصل الأحباب الفارق بين الخطاء والصواب للشاملة,fsl alkhtab lwsl alahbab alfarq byn alkhta walswab llshamlh,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,23.4,2019,https://archive.org/details/fasl_al-khitab
,ok,رسالة في الاعتقاد علاء الدين البخاري,rsalh fy alaatqad ala aldyn albkhary,Imam al-Bukhari,محمد بن إسماعيل البخاري,aqeedah,5.6,2020,https://archive.org/details/20200310_20200310_1202
,ok,صحیح البخاری مکتبۃ الرشد,sh h albkhar m tb alrshd,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,40.8,2019,https://archive.org/details/20191204_20191204_0604
,ok,أخبار الإمام البخاري وجامعه الصحيح - عبد العال سعد الشليّه الرشيدي PDF,akhbar alamam albkhary wjamah alshyh abd alaal sad alshlyh alrshydy pdf,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,2.1,,https://archive.org/details/uaqz4
,ok,140918_فتح_البارى_بشرح_صحيح_البخارى,140918 fth albary bshrh shyh albkhary,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,78.4,1901,https://archive.org/details/AAlexandrina-140918
,ok,الأمالي على مختصر صحيح البخاري - د. عبد الرحمن الدهش PDF,alamaly aly mkhtsr shyh albkhary d abd alrhmn aldhsh pdf,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,50.1,,https://archive.org/details/a1776n
,ok,FP98559,fp98559,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,39.1,,https://archive.org/details/FP98559
,ok,ج 1 ( 2),j 1 2,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,10.3,,https://archive.org/details/1-2_20200717
,ok,117182 - صحيح البخارى,117182 shyh albkhary,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,55.5,1900,https://archive.org/details/AAlexandrina-117182
,ok,بحوث فضيلة الشيخ أ.د. أبي أسامة عبدالله بن عبدالرحيم البخاري,bhwth fdylh alshykh a d aby asamh abdallh bn abdalrhym albkhary,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,0.8,1444,https://archive.org/details/ElBukhary_pdf
,ok,مع قصص البخاري - د. حلمي السيد أبو حسن PDF,ma qss albkhary d hlmy alsyd abw hsn pdf,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,2.2,,https://archive.org/details/a2369n
,ok,صحیح البخاری بیت الافکار الدولیۃ,sh h albkhar b t alaf ar aldwl,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,55.4,2019,https://archive.org/details/20191204_20191204_0519
,ok,صحیح البخاری دار ابن کثیر,sh h albkhar dar abn th r,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,43.2,2019,https://archive.org/details/20191204_20191204_0557
,ok,صحیح البخاری الیمامة,sh h albkhar al mamh,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,60.9,2019,https://archive.org/details/20191204_20191204_0610
,ok,صحيح البخاري العطار,shyh albkhary alatar,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,57.3,2019,https://archive.org/details/20191204_20191204_0622
,ok,نور الساري في مبهمات جامع البخاري (ألفية في 2080 بيتاً) - عبد الرحمن بغاراوا,nwr alsary fy mbhmat jama albkhary alfyh fy 2080 byta abd alrhmn bgharawa,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,3,,https://archive.org/details/rzzu7
,ok,132847 - التاريخ الكبير,132847 altarykh alkbyr,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,25.5,1958,https://archive.org/details/AAlexandrina-132847
,ok,116553 - صحيح البخارى,116553 shyh albkhary,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,64,1900,https://archive.org/details/AAlexandrina-116553
,ok,118328 - صحيح البخارى,118328 shyh albkhary,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,93.8,1900,https://archive.org/details/AAlexandrina-118328
,ok,140908_فتح_البارى_بشرح_صحيح_البخارى,140908 fth albary bshrh shyh albkhary,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,79.6,1901,https://archive.org/details/AAlexandrina-140908
,ok,140953_فتح_البارى_بشرح_صحيح_البخارى,140953 fth albary bshrh shyh albkhary,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,60.6,1901,https://archive.org/details/AAlexandrina-140953
,ok,156917_كتاب_التحقيق_شرح_الحسامى،_المعروف،_بغاية_التحقيق,156917 ktab althqyq shrh alhsamy almarwf bghayh althqyq,Imam al-Bukhari,محمد بن إسماعيل البخاري,islamic-jurisprudence,47.8,1293,https://archive.org/details/AAlexandrina-156917
,ok,223603 - كتاب التاريخ الكبير,223603 ktab altarykh alkbyr,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,48.3,1959,https://archive.org/details/AAlexandrina-223603
,ok,151955_تيسير_البارى_مطلب_خيز_ترجمة_صحيح_البخارى,151955 tysyr albary mtlb khyz trjmh shyh albkhary,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,88,1323,https://archive.org/details/AAlexandrina-151955
,ok,FP1636,fp1636,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,12,,https://archive.org/details/FP1636
,ok,التصريح بما صحح البخاري في غير الصحيح - عثمان فاضل PDF,altsryh bma shh albkhary fy ghyr alshyh athman fadl pdf,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,3,,https://archive.org/details/a2057n
,ok,صحيح البخاري (ج٣),shyh albkhary j3,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,624.8,,https://archive.org/details/aal578
,ok,098822_كتاب_ابى_عبد_الله_محمد_بن_اسمعيل_بن_ابراهيم_بن_المغي_بهامشه,098822 ktab aby abd allh mhmd bn asmayl bn abrahym bn almghy bhamshh,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,45.6,1306,https://archive.org/details/AAlexandrina-098822
,ok,116560 - صحيح البخارى,116560 shyh albkhary,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,82.8,1900,https://archive.org/details/AAlexandrina-116560
,ok,194215_كشف_الاسرار_عن_اصول_فخر_الاسلام_البزدوى,194215 kshf alasrar an aswl fkhr alaslam albzdwy,Imam al-Bukhari,محمد بن إسماعيل البخاري,islamic-jurisprudence,100.4,1889,https://archive.org/details/AAlexandrina-194215
,ok,199767 - صحيح البخارى,199767 shyh albkhary,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,94.2,2025,https://archive.org/details/AAlexandrina-199767
,ok,مؤلفات لعمر ابن مازه,mwlfat lamr abn mazh,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,76.4,,https://archive.org/details/20200726_20200726_0617
,ok,صحيح البخاري ت ماهر الفحل,shyh albkhary t mahr alfhl,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,73.9,,https://archive.org/details/20221022_20221022_1420
,ok,كشف الأسرار في شرح أصول البزدوي (المجلد الأول),kshf alasrar fy shrh aswl albzdwy almjld alawl,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,78.8,1200,https://archive.org/details/20201022_20201022_1153
,ok,بدائع الصنائع في ترتيب الشرائع الكاساني الحنفي,bdaya alsnaya fy trtyb alshraya alkasany alhnfy,Imam al-Bukhari,محمد بن إسماعيل البخاري,islamic-jurisprudence,111.9,2020,https://archive.org/details/20200201_20200201_1317
,ok,فاضحة الملحدين وناصحة الموحدين,fadhh almlhdyn wnashh almwhdyn,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,6.9,,https://archive.org/details/20200805_20200805_1550
,ok,ملجمة المجسمة البخاري,mljmh almjsmh albkhary,Imam al-Bukhari,محمد بن إسماعيل البخاري,life-after-death,1.9,2024,https://archive.org/details/20240617_20240617_1809
,ok,كتاب المغازي من صحيح البخاري,ktab almghazy mn shyh albkhary,Imam al-Bukhari,محمد بن إسماعيل البخاري,islamic-history,1.8,2014,https://archive.org/details/20240527_20240527_0929
,ok,الضعفاء الصغير ويليه الضعفاء والمتروكين البخاري و النسائي,aldafa alsghyr wylyh aldafa walmtrwkyn albkhary w alnsayy,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,7.3,2020,https://archive.org/details/20200117_20200117_1420
,ok,بدائع الصنائع في ترتيب الشرائع للامام الكاساني الحنفي جلد 2,bdaya alsnaya fy trtyb alshraya llamam alkasany alhnfy jld 2,Imam al-Bukhari,محمد بن إسماعيل البخاري,islamic-jurisprudence,13.7,2020,https://archive.org/details/2_20200225_202002
,ok,توشيح النزهة العسقلانية ويليه السبائك الغنية بثلاثيات البخاري العلية - عيسى الجموي الفلاني PDF,twshyh alnzhh alasqlanyh wylyh alsbayk alghnyh bthlathyat albkhary alalyh aysy aljmwy alflany pdf,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,2.1,,https://archive.org/details/qiii7
,ok,کشف الأسرار عن أصول فخر الإسلام البزدوی ط. العلمیة,shf alasrar an aswl fkhr alaslam albzdw t alalm h,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,20.8,1997,https://archive.org/details/kashfbaz
,ok,P 02,p 02,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,77.2,2022,https://archive.org/details/p-02_20220924
,ok,WAQ97049,waq97049,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,57.3,,https://archive.org/details/WAQ97049
,ok,صحيح البخاري ط التأصيل,shyh albkhary t altasyl,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,105.7,,https://archive.org/details/20260227_20260227_1709
,ok,التاريخ الكبير لللإمام البخاري ( للبخاري ) ط. دائرة المعارف العثمانية,altarykh alkbyr lllamam albkhary llbkhary t dayrh almaarf alathmanyh,Imam al-Bukhari,محمد بن إسماعيل البخاري,islamic-history,16.3,,https://archive.org/details/8_20210217
,ok,waq6076,waq6076,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,1.5,,https://archive.org/details/waq6076
,ok,الأدب المفرد عبد الباقي,aladb almfrd abd albaqy,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,9.6,2019,https://archive.org/details/20191216_20191216_1214
,ok,خلق أفعال العباد للبخاري,khlq afaal alabad llbkhary,Imam al-Bukhari,محمد بن إسماعيل البخاري,deviated-sects-and-bidah,7.1,,https://archive.org/details/20260322_20260322_1709
,ok,138154_الجزء_الاول_الحادى_عشر_من_فتح_البارى_بشرح_صحي_ل_البخ,138154 aljz alawl alhady ashr mn fth albary bshrh shy l albkh,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,109.7,1300,https://archive.org/details/AAlexandrina-138154
,ok,502311_صحيح_ابى_عبد_الله_البخارى_مشكول_,502311 shyh aby abd allh albkhary mshkwl,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,73,1900,https://archive.org/details/AAlexandrina-502311
,ok,140966_فتح_البارى_بشرح_صحيح_البخارى,140966 fth albary bshrh shyh albkhary,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,84.8,1901,https://archive.org/details/AAlexandrina-140966
,ok,090883_صحيح_البخارى_جمع_جوامع_الاحاديث_والاسانيد_ومكنز_الص_مسانيد,090883 shyh albkhary jma jwama alahadyth walasanyd wmknz als msanyd,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,43,2000,https://archive.org/details/AAlexandrina-090883
,ok,003130_كتاب_الحج_والعمرة_من_صحيح_ابى_عبدالله_البخارى؛_شرح_احمد_بن,003130 ktab alhj walamrh mn shyh aby abdallh albkhary shrh ahmd bn,Imam al-Bukhari,محمد بن إسماعيل البخاري,hajj-and-umrah,38.6,1988,https://archive.org/details/AAlexandrina-003130
,dupe-internal,لمحات عن أتباع شجرة أبناء أبي السِّباع,lmhat an atbaa shjrh abna aby alsbaa,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,1.9,2025,https://archive.org/details/20250713_20250713_2345
,ok,تخريج الأحاديث المرفوعة المسندة في كتاب التاريخ الكبير,tkhryj alahadyth almrfwah almsndh fy ktab altarykh alkbyr,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,26,2020,https://archive.org/details/20200203_20200203_0506
,ok,المقاصد النحوية في شرح شواهد شروح الألفية المشهور بشرح الشواهد الكبرى,almqasd alnhwyh fy shrh shwahd shrwh alalfyh almshhwr bshrh alshwahd alkbry,Imam al-Bukhari,محمد بن إسماعيل البخاري,learning-arabic,47,2020,https://archive.org/details/20200227_20200227_0710
,ok,ضعيف الأدب المفرد للبخاري,dayf aladb almfrd llbkhary,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,2.3,2019,https://archive.org/details/20191216_20191216_1232
,ok,المضامين التربوية للعلاقة الزوجية من خلال كتاب النكاح من صحيح البخاري,almdamyn altrbwyh llalaqh alzwjyh mn khlal ktab alnkah mn shyh albkhary,Imam al-Bukhari,محمد بن إسماعيل البخاري,family-and-marriage,4.1,,https://archive.org/details/20210327_20210327_1117
,ok,090778_صحيح_البخارى_جمع_جوامع_الاحاديث_والاسانيد_ومكنز_الص_مسانيد,090778 shyh albkhary jma jwama alahadyth walasanyd wmknz als msanyd,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,68,2000,https://archive.org/details/AAlexandrina-090778
,ok,106597_كتاب_ابى_عبد_الله_محمد_بن_اسمعيل_بن_ابراهيم_بن_المغي_بهامشه,106597 ktab aby abd allh mhmd bn asmayl bn abrahym bn almghy bhamshh,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,44.6,1306,https://archive.org/details/AAlexandrina-106597
,ok,140060_صحيح_ابى_عبد_الله_محمد_بن_اسمعيل_بن_ابراهيم_بن_ا_الجعفى,140060 shyh aby abd allh mhmd bn asmayl bn abrahym bn a aljafy,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,20.4,1310,https://archive.org/details/AAlexandrina-140060
,ok,161455_الجزء_الاول_الرابع_من_كتاب_التاريخ_الكبير,161455 aljz alawl alraba mn ktab altarykh alkbyr,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,37.6,1360,https://archive.org/details/AAlexandrina-161455
,ok,خلق أفعال العباد والرد على الجهمية وأصحاب التعطيل للبخاري | تحقيق فهد الفهيد | المتن,khlq afaal alabad walrd aly aljhmyh washab altatyl llbkhary thqyq fhd alfhyd almtn,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,4,2018,https://archive.org/details/KhalqAfaalAlEbaadBukhariAlFuhaedMatn
,ok,183267_الجزء_الاول_السادس_من_صحيح_ابى_عبد_الله_محمد_ب_بردزبه,183267 aljz alawl alsads mn shyh aby abd allh mhmd b brdzbh,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,53.8,1314,https://archive.org/details/AAlexandrina-183267
,ok,كشف_الأسرار_عن_أصول_فخر_الإسلام_البزدوي_الجزء_04_09874_علاء_الدين,kshf alasrar an aswl fkhr alaslam albzdwy aljz 04 09874 ala aldyn,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,21.3,1996,https://archive.org/details/BBib-Alex-09874
,ok,140907_فتح_البارى_بشرح_صحيح_البخارى,140907 fth albary bshrh shyh albkhary,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,93.2,1901,https://archive.org/details/AAlexandrina-140907
,ok,193593 - كتاب البخارى,193593 ktab albkhary,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,96.7,2025,https://archive.org/details/AAlexandrina-193593
,ok,151958 - الجامع الصحيح,151958 aljama alshyh,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,92,1322,https://archive.org/details/AAlexandrina-151958
,ok,أنيس الطالبين وعدة السالكين في مناقب الخواجه بهاء الدين للشاملة,anys altalbyn wadh alsalkyn fy mnaqb alkhwajh bha aldyn llshamlh,Imam al-Bukhari,محمد بن إسماعيل البخاري,biographies,16.3,2026,https://archive.org/details/Anis_Al-Talibin
,ok,154798_الجزء_الرابع_السادس_من_صحيح_ابى_عبد_الله_محمد_ب_بردزب,154798 aljz alraba alsads mn shyh aby abd allh mhmd b brdzb,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,83,1314,https://archive.org/details/AAlexandrina-154798
,ok,صحيح الأدب المفرد للبخاري,shyh aladb almfrd llbkhary,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,8.6,2019,https://archive.org/details/20191216_20191216_1230
,ok,waq54495waq,waq54495waq,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,10.3,,https://archive.org/details/waq54495waq
,ok,فتح البيان في مقاصد القرآن للقنوجي مفهرس,fth albyan fy mqasd alqran llqnwjy mfhrs,Imam al-Bukhari,محمد بن إسماعيل البخاري,quran-studies,118.5,,https://archive.org/details/20260615_20260615_0909
,ok,شرح فصوص الحكم للشامله,shrh fsws alhkm llshamlh,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,8.1,2020,https://archive.org/details/fusus_al-hikam
,ok,صحيح البخاري ط الأوقاف السعودية,shyh albkhary t alawqaf alsawdyh,Imam al-Bukhari,محمد بن إسماعيل البخاري,hadith-studies,38.7,,https://archive.org/details/bukhari_hadith-sunnah
